,State,City,Location,Address,Instructions,Accepting,Open packages?
1656,TX,frisco,Urgent Care for Kids,"11550 Legacy Dr Suite #420
Frisco, TX 75034",Office Manager,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1657,TX,garland,Garland Behavioral Hospital ,"2300 Marie Curie Blvd 5th floor
Garland, TX 75042","2300 Marie Curie Blvd, 5th floor, Garland, TX ATTN: Victoria Tortorelli ","N95s, Surgical masks, Face shields, Disposable booties, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1658,TX,garland,Urgent Care for Kids,"7150 N President George Bush Hwy
Garland, TX 75044",Office Manager,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1659,TX,georgetown,Georgetown ER,"1210 W University Ave
Georgetown, TX 78628",1210 w. university blvd,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1660,TX,georgetown,Visiting Angels ,"707 S Main St, #201
Georgetown, TX 78626",Can leave at the door and notify 512-922-8979 when delivered for pick up ,N95s,Yes
1661,TX,gonzales,Gonzales Healthcare Systems,"1110 N Sarah Dewitt Dr
Gonzales, TX 78629",Loading dock in back.  ATTN: Steven Ackermann,"N95s, Surgical masks, Face shields, Safety goggles, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1662,TX,grapevine,The Lodge at Bear Creek,"3729 Ira E Woods Ave
Grapevine, TX 76051",Please call to coordinate dropping it off in the parking lot- 817-527-7500,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",We'll take it if it's unused!
1663,TX,harlingen,Marin Family Medicine,"618 Maco Dr
Harlingen, TX 78550",Any,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1664,TX,henderson,UT Henderson Respiratory Clinic,"317 Wilson St
Henderson, TX 75652",Supplies can be dropped off at the back door,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",No
1665,TX,highland village,"Drs. Linden, Linden, Swanholm, and Tilley","2300 Highland Village Rd # 600
Lewisville, TX 75077",mail or local pickup,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, nitrile gloves, caps",Unsure
1666,TX,highland village,Rapid Med Urgent Care,"8501 Justin Road/FM 407
Highland Village, TX 75077",,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer",Yes
1667,TX,houston,Cypress Creek Hospital,"17750 Cali Dr
Houston, TX 77090",Attn: Ben Gonzales,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",No
1668,TX,houston,"Dr. John J. Nguyen, Doctor's Office","12606 W Houston Ctr. Blvd #170
Houston, TX 77082",12606 W Houston Ctr. Blvd #170,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, Hand sanitizer, Thermometers",Yes
1669,TX,houston,Dr. Robert Ezell Southwest Memorial Herman,"7777 Southwest Fwy # 328
Houston, TX 77074",Drop off- Pick Up ...,"N95s, Surgical masks",Unsure
1670,TX,houston,HCA Houston Healthcare Medical Center,"1313 Hermann Dr
Houston, TX 77004",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1671,TX,houston,MD Anderson Cancer Center,"3003 Reba Dr
Houston, TX 77019","Drop off or mail, grateful for anything",N95s,Yes
1672,TX,houston,Memorial Hermann Home Health,"909 Frostwood Dr
Houston, TX 77024","Memorial Hermann Home Health
Attn: Michelle Sullivan
909 Frostwood Dr
Houston TX, 77024
Leave at Security Desk; have security guard to call me when delivered.  ","N95s, Surgical masks, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1673,TX,houston,Memorial Hermann Hospital,"6411 Fannin St
Houston, TX 77030",Literally anything. I’ll come to you if needed. We’re the tracheostomy team at MHH TMC and don’t have access to proper PPE.,"N95s, PAPR",Unsure
1674,TX,houston,MEMORIAL HERMANN TMC,"6411 Fannin St
Houston, TX 77030",attn: sarofim 8,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes, chemo gowns",Yes
1675,TX,houston,"Texas Medical Rehabilitation, located in Southwest Atrium","6776 Southwest Fwy
Houston, TX 77074","Box in the leasing office, Suite 587","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, Homemade Masks",Yes
1676,TX,houston,Veterans Affairs Hospital,"2002 Holcombe Blvd
Houston, TX 77030","Please email 
barbra.bell@va.gov
 one day in advance to coordinate drop off.","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes, Homemade masks",Yes
1677,TX,"houston, texas","Logistics Health, Inc. (LHI) Veterans Exams","17030 Nanes Dr #111
Houston, TX 77090","Call to arrange drop off - Shawn De La Garza 713-208-7226 or mail to LHI Veterans Exams, ATTN: Christine, 17030 Nanes Road, Suite 111, Houston, Texas 77090","N95s, Face shields, Gloves, Hand sanitizer, Disinfecting wipes",Yes
1678,TX,katy,Apex Urgent Care Clinic,"6111 N Fry Road
Katy, TX 77449","mail, drop off, local pick up","N95s, Surgical masks, Gloves, Gowns",Unsure
1679,TX,katy,Katy Center for Oral and Facial Surgery,"23922 Cinco Village Center Blvd #111
Katy, TX 77494",Please call office at dropoff for secure delivery 281-392-1130,"N95s, Disposable booties, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1680,TX,katy,Urgent Care for Kids,"23730 Westheimer Pkwy Suite N
Katy, TX 77494",Office Manager,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1681,TX,kyle,Seton Hays Medical Center,"6001 Kyle Pkwy
Kyle, TX 78640",Emergent dept,"N95s, Surgical masks, Face shields, Safety goggles, Gowns",No
1682,TX,la feria,The Neighborhood Doctor ,"106 N Main St
La Feria, TX 78559",Please deliver to our lobby. Attention Bobby Sanchez ,"N95s, Surgical masks, Face shields, Gowns, Hand sanitizer, Thermometers",Yes
1683,TX,la grange,Bluebonnet Trails Community Services,"275 Ellinger Road
La Grange, TX 78945",At La Grange Behavioral Health. Curbside or mail ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1684,TX,la marque,Affinity Urgent Care,"2600 FM 1764 Suite 190
La Marque, TX 77568",Attn: Mike or Ruth,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1685,TX,la marque,Affinity Urgent Care ,"2600 FM1764
La Marque, TX 77568",2600 FM 1764,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1686,TX,la vernia,The Emergency Clinic at La Vernia,"202 FM 1346 #2
La Vernia, TX 78121",Leave at front desk,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer",Yes
1687,TX,lancaster,Meadow Creek Senior Living ,"2400 W Pleasant Run Rd
Lancaster, TX 75146","Ring doorbell, staff will open door, supplies can be dropped off with staff member","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, Cleaning Supplies ",Yes
1688,TX,laredo,DOC-AID,"2438 Monarch Dr A375
Laredo, TX 78045","2438 Monarch Drive
A375","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1689,TX,laredo,VitalMed Urgent Care,"5711 McPherson Rd, Suite 103
Laredo, TX, 78041",Ship to 5711 McPherson rd suite 103 LAREDO Texas 78041.,"N95s, Surgical masks, Gowns",Unsure
1690,TX,league city,Clear lake specialties ,"1543 Sara Ln
League City, TX 77573",Front door,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1691,TX,lubbock,Community Options Inc.,"2402 52nd Street
Suite 12
Lubbock, TX 79412",,"Surgical masks, Gloves, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1692,TX,mansfield,Urgent Care for Kids,"2251 Matlock Rd
Mansfield, TX 76063",Office Manager,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1693,TX,mckinney,Baylor Scott & White Medical Center - McKinney,"5252 W University Dr 
Highway 380 at Lake Forest Dr
McKinney, TX 75071",Yes,"N95s, PAPR",Unsure
1694,TX,mckinney,Urgent Care for Kids,"1872 N Lake Forest Dr
McKinney, TX 75071",Office Manager,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1695,TX,melissa,Questcare Medical Clinic ,"3591 McKinney St #100
Melissa, TX 75454","Prefer Mail to Questcare ATTN:  Sheri Morris 3591 McKinney Street Suite 100 Melissa, TX 75454 - May do drop off at the front door during business hours.  ","N95s, Surgical masks, Face shields, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1696,TX,mesquite,Dallas Regional Medical Center ,"1011 N Galloway Ave
Mesquite, TX 75149",Attention: Lisa Fox,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns",No
1697,TX,midland,WesTex Urgent Care,"3401 Greenbriar Dr., Suite 200
Midland, TX 79707",Unknown,Surgical masks,unsure
1698,TX,mineral wells,Palo Pinto General Hospital,"400 SW 25th Ave
Mineral Wells, TX 76067","Drop off or mail, ATTN: Judy Lowe","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1699,TX,nacogdoches,"East Texas Community Health Services, Inc.","1401 S University Dr
Nacogdoches, TX 75961",Contact Ray Hillhouse in the Administration building for exact drop off location ,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Lysol Spray, Peroxide, alcohol wipes",Yes
1700,TX,nacogdoches,Strive Express Care,"3205 N University Dr Suite E
Nacogdoches, TX 75965",USPS mail,"Surgical masks, Gowns",
1701,TX,pampa,Pampa Regional Medical Center,"3023 Perryton Pkwy
Pampa, TX 79065",Inside at front desk ,"N95s, Surgical masks, Safety goggles, Gloves, Gowns, Swabs to test covid-19 ",Yes
1702,TX,pasadena,Essential Diabetes and Endocrine Care,"6243 Fairmont Pkwy #104
Pasadena, TX 77505",Leave at employee entrance and knock on door,"N95s, Surgical masks, Hand sanitizer, Disinfecting wipes, Thermometers",No
1703,TX,pasadena,Occupational Medical Care,"4500E. Sam Houston Pkwy S.  Suite 135
Pasadena, TX 77505",Suite 135  Attention: Bob Puig,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1704,TX,plano,Urgent Care for Kids,"7212 Independence Pkwy
Plano, TX 75025",Office Manager,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1705,TX,plano,UT Health East Texas Rehabilitation Clinic - Pittsburgh,"3612 Cromwell Street
Plano, TX 75075",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns, Hand sanitizer",Yes
1706,TX,rockwall,Rockwall Urgent Care,"810 E Ralph Hall Pkwy
Rockwall, TX 75032","Delivery, local pick up, or mail","N95s, Surgical masks, Gowns",Unsure
1707,TX,round rock,Ascension Seton Williamson Medical Center,"201 Seton Parkway
Round Rock, TX 78665",Please leave outside the main entrance and tell security to deliver to the ER,"N95s, Surgical Masks, Disposable Booties, Safety Goggles, Gloves, Face Shields",Yes
1708,TX,round rock,Pam Rehabilitation Hospital,"351 Seton Pkwy
Round Rock, TX 78665",Unsure,Unsure,Unsure
1709,TX,round rock,St David's Round Rock Medical Center,"2508 Arbor Dr
Round Rock, TX 78681",Leave it on the porch. Ring the bell.,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1710,TX,round rock,Urgent Care for Kids,"3750 Gattis School Rd #900
Round Rock, TX 78665",Office Manager,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1711,TX,san angelo,San Angelo Community Medical Center ,"3901 Knickerbocker Rd
San Angelo, TX 76904",Courtney Dean,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1712,TX,san antonio,Bexar County Medical Society,"4334 N Loop 1604 W
Shavano Park, TX 78249","Loop 1604 & Lockhill Selma Road, inside the loop; NOT downtown; NOT off i10. ","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, Any protective or sanitizing equipment, paper towels, testing kits. ",Yes
1713,TX,san antonio,CharDonnay Dialysis ,"21006 Las Lomas Blvd
San Antonio, TX 78258",Administrator's house. Please drop there. Our nurses work in the prison and will pick up from her so that they can take their PPE into the prison with them. ,"N95s, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer",Yes
1714,TX,san antonio,Christus Santa Rosa Medical Center ,"2827 Babcock Rd
San Antonio, TX 78229",Mail ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",No
1715,TX,san antonio,Community Options ,"2632 Broadway Suite 101 North
San Antonio, TX 78215","Inside office building 
Attn: Mike Martinez","Surgical masks, Gloves, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1716,TX,san antonio,MedCare Associates,"1343 E Sonterra Blvd #206
San Antonio, TX 78258","1434 E Sonterra Blvd, Suite 206 San Antonio Tx, 78258 
Attn Ruby","N95s, Surgical masks, Face shields, Safety goggles, Hand sanitizer, Disinfecting wipes",Yes
1717,TX,san antonio,North Central Baptist Hospital,"520 Madison Oak Dr.
San Antonio, TX 78258",Bring to the ED entrance ,"N95s, Surgical masks, Face shields, Safety goggles",Yes
1718,TX,san antonio,North Central Baptist Hospital -NICU,"520 Madison Oak Dr
San Antonio, TX 78258",Attn: NICU,"N95s, Surgical masks, Hand sanitizer",Yes
1719,TX,san antonio,SANA Wellness and Health,"2310 SW Military Dr #402
San Antonio, TX 78224",Mailing,"N95s, Thermometers",Yes
1720,TX,san antonio,University Health System,"4502 Medical Drive
San Antonio, TX 78229",ValueAnalysis@uhs-Sa.com,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers","Will need to confirm, depending on product."
1721,TX,san juan,Nuestra Clinica Del Valle,"801 W 1st St
San Juan, TX 78589",Mail or Drop off ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No
1722,TX,shenandoah,Nexus Specialty Hospital,"123 Vision Park Blvd
Shenandoah, TX 77384",ATTN: ALVIN CASTRO,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer",Yes
1723,TX,sugar land,sahara health care,"140 Eldridge Rd
Sugar Land, TX 77478","sahara health care, 140 eldridge rd suite B","N95s, Face shields, Disposable booties, Safety goggles, Gowns, Thermometers",Yes
1724,TX,temple,Baylor Scott and White,"2401 S 31st St
Temple, TX 76508",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1725,TX,temple,Regency Manor Healthcare Center,"3011 W Adams Ave
Temple, TX 76504",Front door. Call when dropping off 254-773-1626,"Surgical masks, Hand sanitizer, Disinfecting wipes, Thermometers",No
1726,TX,texas city,Galveston County Health District,"9850 Emmett F Lowry Expy A114
Texas City, TX 77591",Back of building and ring buzzer,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No
1727,TX,texas city,Rio at Mainland Center,"1011 Mainland Center Dr
Texas City, TX 77591",Please call to coordinate drop off in parking lot- 713-358-0700,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",As long as it's unused we'll take it!
1728,TX,the woodlands,Urgent Care for Kids,"1640 Lake Woodlands Dr Ste E
The Woodlands, TX 77380",Office Manager,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1729,TX,webster,Post Acute Medical North Clear Lake,"655 E Medical Center Blvd
Webster, TX 77598",,"Surgical masks, Gloves, Gowns, Disinfecting wipes",Yes
1730,UT,kaysville,Tanner Clinic - Kaysville,"380 N 400 W
Kaysville, UT 84037",attn: Gina Espinosa,"N95s, Surgical masks, Hand sanitizer, Disinfecting wipes",No
1731,UT,moab,Moab Regional Hospital,"450 Williams Way
Moab, UT 84532",TBD,"N95s, Surgical Masks, Safety Goggles",Yes
1732,UT,murray,Intermountain medical center ,"5121 S Cottonwood St
Murray, UT 84107",,"N95s, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",
1733,UT,orem,A Plus Home Health & Hospice,"1447 1200 W
Orem, UT 84057","Knock and drop at glass front door, receptionist will see you","N95s, Surgical masks, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1734,UT,orem,Impact Healthcare ,"1443 N 1200 W
Orem, UT 84057",ATTN: DONNA LINEBAUGH,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
